track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,217,21700,pedestrian/bicycle,1029.501,978.687,-1.192,-0.355
P1,218,21800,pedestrian/bicycle,1029.379,978.652,-1.247,-0.358
P1,219,21900,pedestrian/bicycle,1029.252,978.616,-1.297,-0.355
P1,220,22000,pedestrian/bicycle,1029.12,978.581,-1.332,-0.347
P1,221,22100,pedestrian/bicycle,1028.986,978.546,-1.352,-0.338
P1,222,22200,pedestrian/bicycle,1028.85,978.513,-1.364,-0.328
P1,223,22300,pedestrian/bicycle,1028.714,978.481,-1.372,-0.318
P1,224,22400,pedestrian/bicycle,1028.576,978.449,-1.372,-0.314
P1,225,22500,pedestrian/bicycle,1028.44,978.418,-1.362,-0.319
P1,226,22600,pedestrian/bicycle,1028.304,978.385,-1.345,-0.334
P1,227,22700,pedestrian/bicycle,1028.171,978.35,-1.325,-0.361
P1,228,22800,pedestrian/bicycle,1028.039,978.312,-1.308,-0.398
P1,229,22900,pedestrian/bicycle,1027.909,978.27,-1.296,-0.441
P1,230,23000,pedestrian/bicycle,1027.78,978.224,-1.285,-0.482
P1,231,23100,pedestrian/bicycle,1027.652,978.174,-1.279,-0.52
P1,232,23200,pedestrian/bicycle,1027.523,978.12,-1.288,-0.553
P1,233,23300,pedestrian/bicycle,1027.393,978.064,-1.315,-0.582
P1,234,23400,pedestrian/bicycle,1027.26,978.004,-1.349,-0.604
P1,235,23500,pedestrian/bicycle,1027.123,977.943,-1.387,-0.624
P1,236,23600,pedestrian/bicycle,1026.982,977.88,-1.431,-0.641
P1,237,23700,pedestrian/bicycle,1026.837,977.815,-1.479,-0.659
P1,238,23800,pedestrian/bicycle,1026.687,977.748,-1.526,-0.678
P1,239,23900,pedestrian/bicycle,1026.532,977.679,-1.567,-0.701
P1,240,24000,pedestrian/bicycle,1026.373,977.608,-1.607,-0.727
P1,241,24100,pedestrian/bicycle,1026.21,977.534,-1.648,-0.75
P1,242,24200,pedestrian/bicycle,1026.044,977.458,-1.689,-0.769
P1,243,24300,pedestrian/bicycle,1025.873,977.38,-1.723,-0.782
P1,244,24400,pedestrian/bicycle,1025.7,977.302,-1.745,-0.789
P1,245,24500,pedestrian/bicycle,1025.524,977.223,-1.759,-0.792
P1,246,24600,pedestrian/bicycle,1025.348,977.144,-1.772,-0.788
P1,247,24700,pedestrian/bicycle,1025.17,977.065,-1.782,-0.781
P1,248,24800,pedestrian/bicycle,1024.992,976.987,-1.787,-0.773
P1,249,24900,pedestrian/bicycle,1024.813,976.911,-1.791,-0.765
P1,250,25000,pedestrian/bicycle,1024.634,976.835,-1.794,-0.75
P1,251,25100,pedestrian/bicycle,1024.454,976.761,-1.794,-0.726
P1,252,25200,pedestrian/bicycle,1024.275,976.69,-1.792,-0.691
P1,253,25300,pedestrian/bicycle,1024.096,976.623,-1.794,-0.648
P1,254,25400,pedestrian/bicycle,1023.916,976.561,-1.804,-0.603
P1,255,25500,pedestrian/bicycle,1023.735,976.502,-1.817,-0.562
P1,256,25600,pedestrian/bicycle,1023.552,976.448,-1.831,-0.527
P1,257,25700,pedestrian/bicycle,1023.368,976.397,-1.844,-0.495
P1,258,25800,pedestrian/bicycle,1023.183,976.349,-1.858,-0.463
P1,259,25900,pedestrian/bicycle,1022.997,976.304,-1.874,-0.431
P1,260,26000,pedestrian/bicycle,1022.809,976.263,-1.886,-0.397
P1,261,26100,pedestrian/bicycle,1022.62,976.225,-1.895,-0.36
P1,262,26200,pedestrian/bicycle,1022.43,976.191,-1.905,-0.321
P1,263,26300,pedestrian/bicycle,1022.238,976.161,-1.918,-0.28
P1,264,26400,pedestrian/bicycle,1022.046,976.135,-1.934,-0.238
P1,265,26500,pedestrian/bicycle,1021.851,976.113,-1.952,-0.199
P1,266,26600,pedestrian/bicycle,1021.655,976.095,-1.967,-0.168
P1,267,26700,pedestrian/bicycle,1021.458,976.079,-1.977,-0.145
P1,268,26800,pedestrian/bicycle,1021.26,976.066,-1.98,-0.128
P1,269,26900,pedestrian/bicycle,1021.063,976.053,-1.976,-0.117
P1,270,27000,pedestrian/bicycle,1020.865,976.042,-1.968,-0.11
P1,271,27100,pedestrian/bicycle,1020.67,976.031,-1.948,-0.105
P1,272,27200,pedestrian/bicycle,1020.476,976.021,-1.917,-0.099
P1,273,27300,pedestrian/bicycle,1020.286,976.012,-1.888,-0.088
P1,274,27400,pedestrian/bicycle,1020.098,976.003,-1.871,-0.078
P1,275,27500,pedestrian/bicycle,1019.911,975.996,-1.863,-0.067
P1,276,27600,pedestrian/bicycle,1019.725,975.99,-1.857,-0.058
P1,277,27700,pedestrian/bicycle,1019.54,975.985,-1.845,-0.047
P1,278,27800,pedestrian/bicycle,1019.356,975.981,-1.835,-0.033
P1,279,27900,pedestrian/bicycle,1019.173,975.978,-1.829,-0.02
P1,280,28000,pedestrian/bicycle,1018.99,975.976,-1.827,-0.013
P1,281,28100,pedestrian/bicycle,1018.808,975.975,-1.828,-0.013
P1,282,28200,pedestrian/bicycle,1018.625,975.973,-1.833,-0.017
P1,283,28300,pedestrian/bicycle,1018.441,975.971,-1.837,-0.024
P1,284,28400,pedestrian/bicycle,1018.257,975.969,-1.84,-0.033
P1,285,28500,pedestrian/bicycle,1018.073,975.965,-1.842,-0.04
P1,286,28600,pedestrian/bicycle,1017.889,975.961,-1.843,-0.045
P1,287,28700,pedestrian/bicycle,1017.704,975.956,-1.844,-0.048
P1,288,28800,pedestrian/bicycle,1017.52,975.951,-1.845,-0.052
P1,289,28900,pedestrian/bicycle,1017.335,975.946,-1.847,-0.055
P1,290,29000,pedestrian/bicycle,1017.151,975.94,-1.847,-0.056
P1,291,29100,pedestrian/bicycle,1016.966,975.935,-1.849,-0.052
P1,292,29200,pedestrian/bicycle,1016.781,975.93,-1.85,-0.043
P1,293,29300,pedestrian/bicycle,1016.596,975.926,-1.852,-0.028
P1,294,29400,pedestrian/bicycle,1016.41,975.924,-1.861,-0.011
P1,295,29500,pedestrian/bicycle,1016.223,975.924,-1.874,0.007
P1,296,29600,pedestrian/bicycle,1016.036,975.926,-1.881,0.024
P1,297,29700,pedestrian/bicycle,1015.848,975.929,-1.878,0.038
P1,298,29800,pedestrian/bicycle,1015.66,975.933,-1.87,0.048
P1,299,29900,pedestrian/bicycle,1015.474,975.938,-1.863,0.054
P1,300,30000,pedestrian/bicycle,1015.288,975.944,-1.857,0.059
P1,301,30100,pedestrian/bicycle,1015.102,975.95,-1.849,0.062
P1,302,30200,pedestrian/bicycle,1014.918,975.956,-1.843,0.063
P1,303,30300,pedestrian/bicycle,1014.733,975.962,-1.848,0.062
P1,304,30400,pedestrian/bicycle,1014.548,975.968,-1.864,0.058
P1,305,30500,pedestrian/bicycle,1014.36,975.974,-1.881,0.051
P1,306,30600,pedestrian/bicycle,1014.172,975.978,-1.889,0.043
P1,307,30700,pedestrian/bicycle,1013.983,975.983,-1.886,0.038
P1,308,30800,pedestrian/bicycle,1013.795,975.986,-1.871,0.036
P1,309,30900,pedestrian/bicycle,1013.609,975.99,-1.847,0.038
P1,310,31000,pedestrian/bicycle,1013.426,975.994,-1.815,0.047
P1,311,31100,pedestrian/bicycle,1013.247,976,-1.78,0.065
P1,312,31200,pedestrian/bicycle,1013.07,976.007,-1.748,0.087
P1,313,31300,pedestrian/bicycle,1012.897,976.017,-1.721,0.112
P1,314,31400,pedestrian/bicycle,1012.726,976.03,-1.698,0.134
P1,315,31500,pedestrian/bicycle,1012.557,976.044,-1.681,0.151
P1,316,31600,pedestrian/bicycle,1012.389,976.06,-1.675,0.163
P1,317,31700,pedestrian/bicycle,1012.222,976.077,-1.678,0.176
P1,318,31800,pedestrian/bicycle,1012.054,976.095,-1.679,0.189
P1,319,31900,pedestrian/bicycle,1011.886,976.114,-1.676,0.201
P1,320,32000,pedestrian/bicycle,1011.719,976.135,-1.673,0.21
P1,321,32100,pedestrian/bicycle,1011.551,976.156,-1.671,0.212
P1,322,32200,pedestrian/bicycle,1011.384,976.177,-1.668,0.209
P1,323,32300,pedestrian/bicycle,1011.218,976.198,-1.66,0.201
P1,324,32400,pedestrian/bicycle,1011.053,976.217,-1.645,0.186
P1,325,32500,pedestrian/bicycle,1010.889,976.235,-1.629,0.169
P1,326,32600,pedestrian/bicycle,1010.727,976.251,-1.618,0.153
P1,327,32700,pedestrian/bicycle,1010.565,976.266,-1.619,0.142
P1,328,32800,pedestrian/bicycle,1010.402,976.28,-1.631,0.141
P1,329,32900,pedestrian/bicycle,1010.238,976.294,-1.657,0.15
P1,330,33000,pedestrian/bicycle,1010.07,976.31,-1.702,0.167
P1,331,33100,pedestrian/bicycle,1009.897,976.328,-1.758,0.184
P1,332,33200,pedestrian/bicycle,1009.719,976.346,-1.805,0.195
P1,333,33300,pedestrian/bicycle,1009.537,976.366,-1.834,0.199
P1,334,33400,pedestrian/bicycle,1009.353,976.386,-1.85,0.198
P1,335,33500,pedestrian/bicycle,1009.167,976.405,-1.855,0.191
P1,336,33600,pedestrian/bicycle,1008.982,976.424,-1.848,0.179
P1,337,33700,pedestrian/bicycle,1008.798,976.441,-1.833,0.163
P1,338,33800,pedestrian/bicycle,1008.616,976.457,-1.814,0.148
P1,339,33900,pedestrian/bicycle,1008.436,976.471,-1.785,0.133
P1,340,34000,pedestrian/bicycle,1008.259,976.483,-1.747,0.118
P1,341,34100,pedestrian/bicycle,1008.087,976.494,-1.707,0.101
P1,342,34200,pedestrian/bicycle,1007.917,976.503,-1.677,0.082
P1,343,34300,pedestrian/bicycle,1007.751,976.511,-1.653,0.063
P1,344,34400,pedestrian/bicycle,1007.587,976.516,-1.632,0.049
P1,345,34500,pedestrian/bicycle,1007.424,976.521,-1.613,0.038
P1,346,34600,pedestrian/bicycle,1007.264,976.524,-1.599,0.029
P1,347,34700,pedestrian/bicycle,1007.104,976.526,-1.59,0.019
P1,348,34800,pedestrian/bicycle,1006.946,976.528,-1.58,0.01
P1,349,34900,pedestrian/bicycle,1006.788,976.528,-1.571,0
P1,350,35000,pedestrian/bicycle,1006.631,976.528,-1.567,-0.009
P1,351,35100,pedestrian/bicycle,1006.474,976.526,-1.568,-0.018
P1,352,35200,pedestrian/bicycle,1006.318,976.524,-1.57,-0.027
P1,353,35300,pedestrian/bicycle,1006.161,976.521,-1.565,-0.032
P1,354,35400,pedestrian/bicycle,1006.005,976.518,-1.551,-0.032
P1,355,35500,pedestrian/bicycle,1005.851,976.515,-1.533,-0.022
P1,356,35600,pedestrian/bicycle,1005.698,976.514,-1.516,-0.006
P1,357,35700,pedestrian/bicycle,1005.548,976.514,-1.497,0.013
P1,358,35800,pedestrian/bicycle,1005.399,976.516,-1.476,0.028
P1,359,35900,pedestrian/bicycle,1005.253,976.52,-1.454,0.041
P1,360,36000,pedestrian/bicycle,1005.108,976.524,-1.436,0.052
P1,361,36100,pedestrian/bicycle,1004.965,976.53,-1.422,0.063
P1,362,36200,pedestrian/bicycle,1004.824,976.537,-1.41,0.074
P1,363,36300,pedestrian/bicycle,1004.683,976.545,-1.402,0.09
P1,364,36400,pedestrian/bicycle,1004.543,976.555,-1.399,0.113
P1,365,36500,pedestrian/bicycle,1004.403,976.568,-1.399,0.142
P1,366,36600,pedestrian/bicycle,1004.263,976.584,-1.398,0.176
P1,367,36700,pedestrian/bicycle,1004.123,976.603,-1.395,0.207
P1,368,36800,pedestrian/bicycle,1003.984,976.625,-1.392,0.233
P1,369,36900,pedestrian/bicycle,1003.845,976.649,-1.393,0.249
P1,370,37000,pedestrian/bicycle,1003.705,976.674,-1.399,0.254
P1,371,37100,pedestrian/bicycle,1003.565,976.699,-1.412,0.246
P1,372,37200,pedestrian/bicycle,1003.423,976.723,-1.43,0.223
P1,373,37300,pedestrian/bicycle,1003.278,976.743,-1.452,0.189
P1,374,37400,pedestrian/bicycle,1003.132,976.76,-1.479,0.152
P1,375,37500,pedestrian/bicycle,1002.983,976.774,-1.507,0.121
P1,376,37600,pedestrian/bicycle,1002.831,976.785,-1.534,0.102
P1,377,37700,pedestrian/bicycle,1002.676,976.795,-1.553,0.098
P1,378,37800,pedestrian/bicycle,1002.52,976.806,-1.564,0.107
P1,379,37900,pedestrian/bicycle,1002.364,976.817,-1.568,0.127
P1,380,38000,pedestrian/bicycle,1002.207,976.831,-1.563,0.153
P1,381,38100,pedestrian/bicycle,1002.052,976.848,-1.552,0.184
P1,382,38200,pedestrian/bicycle,1001.897,976.868,-1.537,0.217
P1,383,38300,pedestrian/bicycle,1001.744,976.891,-1.524,0.249
P1,384,38400,pedestrian/bicycle,1001.592,976.918,-1.512,0.276
P1,385,38500,pedestrian/bicycle,1001.442,976.946,-1.497,0.293
P1,386,38600,pedestrian/bicycle,1001.293,976.976,-1.482,0.298
P1,387,38700,pedestrian/bicycle,1001.145,977.005,-1.471,0.296
P1,388,38800,pedestrian/bicycle,1000.998,977.035,-1.465,0.288
P1,389,38900,pedestrian/bicycle,1000.852,977.063,-1.463,0.275
P1,390,39000,pedestrian/bicycle,1000.706,977.089,-1.464,0.26
P1,391,39100,pedestrian/bicycle,1000.559,977.115,-1.471,0.243
P1,392,39200,pedestrian/bicycle,1000.411,977.138,-1.481,0.225
P1,393,39300,pedestrian/bicycle,1000.263,977.159,-1.486,0.206
P1,394,39400,pedestrian/bicycle,1000.114,977.179,-1.482,0.186
P1,395,39500,pedestrian/bicycle,999.967,977.197,-1.474,0.167
P1,396,39600,pedestrian/bicycle,999.82,977.213,-1.464,0.154
P1,397,39700,pedestrian/bicycle,999.674,977.228,-1.453,0.147
P1,398,39800,pedestrian/bicycle,999.529,977.243,-1.44,0.15
P1,399,39900,pedestrian/bicycle,999.386,977.258,-1.428,0.161
P1,400,40000,pedestrian/bicycle,999.243,977.275,-1.426,0.182
P1,401,40100,pedestrian/bicycle,999.1,977.295,-1.436,0.211
P1,402,40200,pedestrian/bicycle,998.956,977.318,-1.453,0.245
P1,403,40300,pedestrian/bicycle,998.809,977.344,-1.476,0.279
P1,404,40400,pedestrian/bicycle,998.66,977.373,-1.509,0.313
P1,405,40500,pedestrian/bicycle,998.507,977.406,-1.555,0.347
P1,406,40600,pedestrian/bicycle,998.348,977.443,-1.611,0.381
P1,407,40700,pedestrian/bicycle,998.184,977.483,-1.674,0.419
P1,408,40800,pedestrian/bicycle,998.014,977.527,-1.733,0.465
P1,409,40900,pedestrian/bicycle,997.839,977.576,-1.77,0.519
P1,410,41000,pedestrian/bicycle,997.662,977.631,-1.764,0.576
P1,411,41100,pedestrian/bicycle,997.488,977.691,-1.712,0.63
P1,412,41200,pedestrian/bicycle,997.322,977.756,-1.617,0.671
P1,413,41300,pedestrian/bicycle,997.166,977.824,-1.497,0.687
P1,414,41400,pedestrian/bicycle,997.022,977.892,-1.377,0.673
P1,415,41500,pedestrian/bicycle,996.89,977.958,-1.273,0.644
P1,416,41600,pedestrian/bicycle,996.766,978.021,-1.203,0.607
P1,417,41700,pedestrian/bicycle,996.647,978.079,-1.175,0.563
P1,418,41800,pedestrian/bicycle,996.529,978.133,-1.186,0.517
P1,419,41900,pedestrian/bicycle,996.408,978.183,-1.227,0.474
P1,420,42000,pedestrian/bicycle,996.283,978.228,-1.277,0.435
P1,421,42100,pedestrian/bicycle,996.153,978.27,-1.325,0.403
P1,422,42200,pedestrian/bicycle,996.018,978.309,-1.369,0.378
P1,423,42300,pedestrian/bicycle,995.879,978.346,-1.41,0.356
P1,424,42400,pedestrian/bicycle,995.737,978.38,-1.445,0.336
P1,425,42500,pedestrian/bicycle,995.591,978.413,-1.472,0.323
P1,426,42600,pedestrian/bicycle,995.443,978.446,-1.492,0.321
P1,427,42700,pedestrian/bicycle,995.293,978.478,-1.507,0.327
P1,428,42800,pedestrian/bicycle,995.141,978.511,-1.52,0.338
P1,429,42900,pedestrian/bicycle,994.989,978.546,-1.528,0.35
P1,430,43000,pedestrian/bicycle,994.836,978.581,-1.532,0.361
P1,431,43100,pedestrian/bicycle,994.683,978.618,-1.535,0.37
P1,432,43200,pedestrian/bicycle,994.529,978.655,-1.538,0.377
P1,433,43300,pedestrian/bicycle,994.375,978.693,-1.536,0.383
P1,434,43400,pedestrian/bicycle,994.222,978.732,-1.529,0.389
P1,435,43500,pedestrian/bicycle,994.069,978.771,-1.526,0.395
P1,436,43600,pedestrian/bicycle,993.916,978.811,-1.528,0.403
P1,437,43700,pedestrian/bicycle,993.763,978.852,-1.533,0.413
P1,438,43800,pedestrian/bicycle,993.61,978.893,-1.537,0.424
P1,439,43900,pedestrian/bicycle,993.456,978.936,-1.534,0.433
P1,440,44000,pedestrian/bicycle,993.303,978.98,-1.527,0.442
P1,441,44100,pedestrian/bicycle,993.151,979.024,-1.519,0.447
P1,442,44200,pedestrian/bicycle,993,979.069,-1.507,0.45
P1,443,44300,pedestrian/bicycle,992.85,979.115,-1.495,0.455
P1,444,44400,pedestrian/bicycle,992.7,979.16,-1.489,0.462
P1,445,44500,pedestrian/bicycle,992.551,979.207,-1.496,0.472
P1,446,44600,pedestrian/bicycle,992.401,979.255,-1.516,0.484
P1,447,44700,pedestrian/bicycle,992.248,979.304,-1.545,0.493
P1,448,44800,pedestrian/bicycle,992.092,979.353,-1.571,0.499
P1,449,44900,pedestrian/bicycle,991.934,979.403,-1.589,0.499
P1,450,45000,pedestrian/bicycle,991.775,979.453,-1.594,0.491
P1,451,45100,pedestrian/bicycle,991.616,979.501,-1.58,0.472
P1,452,45200,pedestrian/bicycle,991.459,979.547,-1.551,0.448
P1,453,45300,pedestrian/bicycle,991.306,979.591,-1.523,0.431
P1,454,45400,pedestrian/bicycle,991.154,979.633,-1.505,0.424
P1,455,45500,pedestrian/bicycle,991.005,979.676,-1.494,0.427
P1,456,45600,pedestrian/bicycle,990.856,979.719,-1.485,0.432
P1,457,45700,pedestrian/bicycle,990.707,979.762,-1.481,0.433
P1,458,45800,pedestrian/bicycle,990.559,979.805,-1.482,0.43
P1,459,45900,pedestrian/bicycle,990.411,979.848,-1.489,0.426
P1,460,46000,pedestrian/bicycle,990.261,979.891,-1.497,0.423
P1,461,46100,pedestrian/bicycle,990.111,979.933,-1.502,0.422
P1,462,46200,pedestrian/bicycle,989.961,979.975,-1.504,0.424
P1,463,46300,pedestrian/bicycle,989.811,980.018,-1.504,0.428
P1,464,46400,pedestrian/bicycle,989.66,980.061,-1.498,0.435
P1,465,46500,pedestrian/bicycle,989.511,980.105,-1.484,0.444
P1,466,46600,pedestrian/bicycle,989.364,980.15,-1.466,0.452
P1,467,46700,pedestrian/bicycle,989.218,980.195,-1.453,0.461
P1,468,46800,pedestrian/bicycle,989.073,980.242,-1.447,0.47
P1,469,46900,pedestrian/bicycle,988.928,980.289,-1.444,0.48
P1,470,47000,pedestrian/bicycle,988.784,980.338,-1.44,0.491
P1,471,47100,pedestrian/bicycle,988.64,980.388,-1.438,0.505
P1,472,47200,pedestrian/bicycle,988.496,980.439,-1.442,0.524
P1,473,47300,pedestrian/bicycle,988.352,980.493,-1.449,0.545
P1,474,47400,pedestrian/bicycle,988.207,980.548,-1.455,0.563
P1,475,47500,pedestrian/bicycle,988.061,980.605,-1.461,0.574
P1,476,47600,pedestrian/bicycle,987.914,980.662,-1.467,0.577
P1,477,47700,pedestrian/bicycle,987.767,980.72,-1.473,0.576
P1,478,47800,pedestrian/bicycle,987.62,980.778,-1.474,0.576
P1,479,47900,pedestrian/bicycle,987.473,980.835,-1.47,0.577
P1,480,48000,pedestrian/bicycle,987.326,980.893,-1.466,0.579
P1,481,48100,pedestrian/bicycle,987.18,980.951,-1.464,0.581
P1,482,48200,pedestrian/bicycle,987.033,981.009,-1.464,0.582
P1,483,48300,pedestrian/bicycle,986.887,981.067,-1.467,0.578
P1,484,48400,pedestrian/bicycle,986.74,981.125,-1.475,0.569
P1,485,48500,pedestrian/bicycle,986.591,981.181,-1.486,0.553
P1,486,48600,pedestrian/bicycle,986.442,981.235,-1.494,0.528
P1,487,48700,pedestrian/bicycle,986.293,981.286,-1.496,0.499
P1,488,48800,pedestrian/bicycle,986.144,981.334,-1.492,0.467
P1,489,48900,pedestrian/bicycle,985.995,981.38,-1.484,0.439
P1,490,49000,pedestrian/bicycle,985.847,981.423,-1.473,0.416
P1,491,49100,pedestrian/bicycle,985.7,981.463,-1.457,0.398
P1,492,49200,pedestrian/bicycle,985.556,981.502,-1.44,0.381
P1,493,49300,pedestrian/bicycle,985.412,981.539,-1.422,0.365
P1,494,49400,pedestrian/bicycle,985.271,981.575,-1.404,0.349
P1,495,49500,pedestrian/bicycle,985.132,981.609,-1.383,0.337
P1,496,49600,pedestrian/bicycle,984.995,981.643,-1.359,0.333
P1,497,49700,pedestrian/bicycle,984.86,981.677,-1.338,0.337
P1,498,49800,pedestrian/bicycle,984.726,981.711,-1.327,0.348
P1,499,49900,pedestrian/bicycle,984.594,981.746,-1.326,0.36
P1,500,50000,pedestrian/bicycle,984.461,981.783,-1.332,0.374
P1,501,50100,pedestrian/bicycle,984.327,981.821,-1.339,0.388
P1,502,50200,pedestrian/bicycle,984.193,981.861,-1.347,0.405
P1,503,50300,pedestrian/bicycle,984.058,981.902,-1.357,0.421
P1,504,50400,pedestrian/bicycle,983.922,981.945,-1.366,0.438
P1,505,50500,pedestrian/bicycle,983.785,981.99,-1.371,0.455
P1,506,50600,pedestrian/bicycle,983.648,982.036,-1.37,0.474
P1,507,50700,pedestrian/bicycle,983.511,982.085,-1.363,0.497
P1,508,50800,pedestrian/bicycle,983.375,982.136,-1.351,0.527
P1,509,50900,pedestrian/bicycle,983.241,982.19,-1.335,0.558
P1,510,51000,pedestrian/bicycle,983.108,982.247,-1.318,0.582
P1,511,51100,pedestrian/bicycle,982.978,982.306,-1.3,0.594
P1,512,51200,pedestrian/bicycle,982.848,982.365,-1.288,0.596
P1,513,51300,pedestrian/bicycle,982.72,982.425,-1.285,0.593
P1,514,51400,pedestrian/bicycle,982.591,982.484,-1.289,0.591
P1,515,51500,pedestrian/bicycle,982.462,982.543,-1.296,0.593
P1,516,51600,pedestrian/bicycle,982.332,982.603,-1.298,0.598
P1,517,51700,pedestrian/bicycle,982.202,982.662,-1.296,0.599
P1,518,51800,pedestrian/bicycle,982.073,982.722,-1.288,0.596
P1,519,51900,pedestrian/bicycle,981.945,982.781,-1.273,0.587
P1,520,52000,pedestrian/bicycle,981.818,982.839,-1.256,0.574
P1,521,52100,pedestrian/bicycle,981.693,982.896,-1.245,0.56
P1,522,52200,pedestrian/bicycle,981.569,982.951,-1.243,0.548
P1,523,52300,pedestrian/bicycle,981.444,983.006,-1.25,0.537
P1,524,52400,pedestrian/bicycle,981.319,983.059,-1.261,0.525
P1,525,52500,pedestrian/bicycle,981.192,983.111,-1.277,0.511
P1,526,52600,pedestrian/bicycle,981.063,983.161,-1.296,0.494
P1,527,52700,pedestrian/bicycle,980.933,983.209,-1.315,0.473
P1,528,52800,pedestrian/bicycle,980.8,983.255,-1.331,0.446
P1,529,52900,pedestrian/bicycle,980.667,983.298,-1.344,0.413
P1,530,53000,pedestrian/bicycle,980.532,983.337,-1.355,0.374
P1,531,53100,pedestrian/bicycle,980.396,983.373,-1.363,0.329
P1,532,53200,pedestrian/bicycle,980.259,983.403,-1.369,0.287
P1,533,53300,pedestrian/bicycle,980.122,983.43,-1.377,0.249
P1,534,53400,pedestrian/bicycle,979.984,983.453,-1.388,0.217
P1,535,53500,pedestrian/bicycle,979.844,983.474,-1.401,0.195
P1,536,53600,pedestrian/bicycle,979.703,983.493,-1.413,0.182
P1,537,53700,pedestrian/bicycle,979.562,983.511,-1.422,0.174
P1,538,53800,pedestrian/bicycle,979.419,983.528,-1.424,0.169
P1,539,53900,pedestrian/bicycle,979.277,983.545,-1.418,0.168
P1,540,54000,pedestrian/bicycle,979.136,983.562,-1.407,0.17
P1,541,54100,pedestrian/bicycle,978.996,983.579,-1.393,0.174
P1,542,54200,pedestrian/bicycle,978.857,983.597,-1.377,0.179
P1,543,54300,pedestrian/bicycle,978.72,983.615,-1.365,0.188
P1,544,54400,pedestrian/bicycle,978.584,983.634,-1.361,0.199
P1,545,54500,pedestrian/bicycle,978.448,983.655,-1.367,0.215
P1,546,54600,pedestrian/bicycle,978.31,983.678,-1.378,0.237
P1,547,54700,pedestrian/bicycle,978.172,983.703,-1.39,0.264
P1,548,54800,pedestrian/bicycle,978.032,983.73,-1.4,0.292
P1,549,54900,pedestrian/bicycle,977.892,983.761,-1.404,0.317
P1,550,55000,pedestrian/bicycle,977.752,983.794,-1.4,0.338
P1,551,55100,pedestrian/bicycle,977.613,983.828,-1.386,0.354
P1,552,55200,pedestrian/bicycle,977.475,983.864,-1.366,0.371
P1,553,55300,pedestrian/bicycle,977.34,983.902,-1.344,0.386
P1,554,55400,pedestrian/bicycle,977.206,983.941,-1.323,0.399
P1,555,55500,pedestrian/bicycle,977.075,983.982,-1.302,0.411
P1,556,55600,pedestrian/bicycle,976.946,984.024,-1.283,0.423
P1,557,55700,pedestrian/bicycle,976.818,984.067,-1.267,0.435
P1,558,55800,pedestrian/bicycle,976.692,984.111,-1.258,0.446
P1,559,55900,pedestrian/bicycle,976.567,984.156,-1.254,0.457
P1,560,56000,pedestrian/bicycle,976.441,984.202,-1.252,0.472
P1,561,56100,pedestrian/bicycle,976.316,984.25,-1.252,0.49
P1,562,56200,pedestrian/bicycle,976.191,984.3,-1.251,0.507
P1,563,56300,pedestrian/bicycle,976.066,984.352,-1.248,0.525
P1,564,56400,pedestrian/bicycle,975.941,984.405,-1.241,0.54
P1,565,56500,pedestrian/bicycle,975.818,984.46,-1.229,0.55
P1,566,56600,pedestrian/bicycle,975.696,984.515,-1.213,0.556
P1,567,56700,pedestrian/bicycle,975.575,984.571,-1.195,0.559
P1,568,56800,pedestrian/bicycle,975.457,984.626,-1.174,0.558
P1,569,56900,pedestrian/bicycle,975.341,984.682,-1.153,0.553
P1,570,57000,pedestrian/bicycle,975.226,984.737,-1.133,0.548
P1,571,57100,pedestrian/bicycle,975.114,984.791,-1.115,0.543
P1,572,57200,pedestrian/bicycle,975.003,984.845,-1.098,0.537
P1,573,57300,pedestrian/bicycle,974.894,984.899,-1.086,0.532
P1,574,57400,pedestrian/bicycle,974.786,984.952,-1.079,0.53
P1,575,57500,pedestrian/bicycle,974.678,985.005,-1.079,0.529
P1,576,57600,pedestrian/bicycle,974.57,985.058,-1.086,0.525
P1,577,57700,pedestrian/bicycle,974.461,985.11,-1.096,0.518
P1,578,57800,pedestrian/bicycle,974.351,985.161,-1.106,0.505
P1,579,57900,pedestrian/bicycle,974.239,985.211,-1.117,0.49
P1,580,58000,pedestrian/bicycle,974.127,985.259,-1.129,0.476
P1,581,58100,pedestrian/bicycle,974.013,985.306,-1.145,0.465
P1,582,58200,pedestrian/bicycle,973.898,985.352,-1.166,0.459
P1,583,58300,pedestrian/bicycle,973.78,985.398,-1.192,0.455
P1,584,58400,pedestrian/bicycle,973.659,985.443,-1.218,0.451
P1,585,58500,pedestrian/bicycle,973.536,985.488,-1.246,0.448
P1,586,58600,pedestrian/bicycle,973.41,985.533,-1.275,0.442
P1,587,58700,pedestrian/bicycle,973.281,985.576,-1.301,0.431
P1,588,58800,pedestrian/bicycle,973.15,985.618,-1.319,0.412
P1,589,58900,pedestrian/bicycle,973.018,985.658,-1.333,0.389
P1,590,59000,pedestrian/bicycle,972.884,985.696,-1.343,0.368
P1,591,59100,pedestrian/bicycle,972.749,985.732,-1.351,0.35
P1,592,59200,pedestrian/bicycle,972.614,985.766,-1.353,0.336
P1,593,59300,pedestrian/bicycle,972.479,985.8,-1.349,0.327
P1,594,59400,pedestrian/bicycle,972.344,985.832,-1.342,0.318
P1,595,59500,pedestrian/bicycle,972.21,985.863,-1.337,0.307
P1,596,59600,pedestrian/bicycle,972.077,985.893,-1.335,0.294
