Location,Country,Year,Number of accidents,Killed,Injured
Motorways,Italy,2018,9437,330,15545
Motorways,Italy,2019,9076,310,15009
Motorways,Italy,2020,5451,195,8465
Motorways,Italy,2021,7631,246,12023
Motorways,Italy,2022,,,
Motorways,Kazakhstan,1993,0,0,0
Motorways,Kazakhstan,1994,0,0,0
Motorways,Kazakhstan,1995,0,0,0
Motorways,Kazakhstan,1996,0,0,0
Motorways,Kazakhstan,1997,,,
Motorways,Kazakhstan,1998,0,0,0
Motorways,Kazakhstan,1999,0,0,0
Motorways,Kazakhstan,2000,,,
Motorways,Kazakhstan,2001,,,
Motorways,Kazakhstan,2002,,,
Motorways,Kazakhstan,2003,,,
Motorways,Kazakhstan,2004,1001,415,1549
Motorways,Kazakhstan,2005,,,
Motorways,Kazakhstan,2006,,,
Motorways,Kazakhstan,2007,,,
Motorways,Kazakhstan,2008,,,
Motorways,Kazakhstan,2009,,,
Motorways,Kazakhstan,2010,,,
Motorways,Kazakhstan,2011,,,
Motorways,Kazakhstan,2012,400,189,663
Motorways,Kazakhstan,2013,1858,794,3154
Motorways,Kazakhstan,2014,1887,780,3034
Motorways,Kazakhstan,2015,2002,,
Motorways,Kazakhstan,2016,2282,840,3935
Motorways,Kazakhstan,2017,2138,759,3811
Motorways,Kazakhstan,2018,2248,773,3804
Motorways,Kazakhstan,2019,2569,998,4394
Motorways,Kazakhstan,2020,2140,,
Motorways,Kazakhstan,2021,2513,917,4089
Motorways,Kazakhstan,2022,2592,1106,4295
Motorways,Kyrgyzstan,1993,,,
Motorways,Kyrgyzstan,1994,,,
Motorways,Kyrgyzstan,1995,,,
Motorways,Kyrgyzstan,1996,,,
Motorways,Kyrgyzstan,1997,,,
Motorways,Kyrgyzstan,1998,,,
Motorways,Kyrgyzstan,1999,,,
Motorways,Kyrgyzstan,2000,,,
Motorways,Kyrgyzstan,2001,,,
Motorways,Kyrgyzstan,2002,,,
Motorways,Kyrgyzstan,2003,,,
Motorways,Kyrgyzstan,2004,,,
Motorways,Kyrgyzstan,2005,,,
Motorways,Kyrgyzstan,2006,,,
Motorways,Kyrgyzstan,2007,,,
Motorways,Kyrgyzstan,2008,,,
Motorways,Kyrgyzstan,2009,,,
Motorways,Kyrgyzstan,2010,,,
Motorways,Kyrgyzstan,2011,,,
Motorways,Kyrgyzstan,2012,,,
Motorways,Kyrgyzstan,2013,,,
Motorways,Kyrgyzstan,2014,,,
Motorways,Kyrgyzstan,2015,,,
Motorways,Kyrgyzstan,2016,,,
Motorways,Kyrgyzstan,2017,,,
Motorways,Kyrgyzstan,2018,,,
Motorways,Kyrgyzstan,2019,,,
Motorways,Kyrgyzstan,2020,,,
Motorways,Kyrgyzstan,2021,,,
Motorways,Kyrgyzstan,2022,,,
Motorways,Latvia,1993,0,0,0
Motorways,Latvia,1994,0,0,0
Motorways,Latvia,1995,0,0,0
Motorways,Latvia,1996,0,0,0
Motorways,Latvia,1997,0,0,0
Motorways,Latvia,1998,0,0,0
Motorways,Latvia,1999,0,0,0
Motorways,Latvia,2000,0,0,0
Motorways,Latvia,2001,0,0,0
Motorways,Latvia,2002,0,0,0
Motorways,Latvia,2003,0,0,0
Motorways,Latvia,2004,0,0,0
Motorways,Latvia,2005,0,0,0
Motorways,Latvia,2006,0,0,0
Motorways,Latvia,2007,0,0,0
Motorways,Latvia,2008,0,0,
Motorways,Latvia,2009,0,0,
Motorways,Latvia,2010,0,0,
Motorways,Latvia,2011,0,0,
Motorways,Latvia,2012,0,0,
Motorways,Latvia,2013,0,0,
Motorways,Latvia,2014,,,
Motorways,Latvia,2015,,,
Motorways,Latvia,2016,,,
Motorways,Latvia,2017,,,
Motorways,Latvia,2018,,,
Motorways,Latvia,2019,,,
Motorways,Latvia,2020,,,
Motorways,Latvia,2021,,,
Motorways,Latvia,2022,,,
Motorways,Liechtenstein,1993,0,0,0
Motorways,Liechtenstein,1994,0,0,0
Motorways,Liechtenstein,1995,0,0,0
Motorways,Liechtenstein,1996,0,0,0
Motorways,Liechtenstein,1997,0,0,0
Motorways,Liechtenstein,1998,0,0,0
Motorways,Liechtenstein,1999,0,0,0
Motorways,Liechtenstein,2000,0,0,0
Motorways,Liechtenstein,2001,,,
Motorways,Liechtenstein,2002,,,
Motorways,Liechtenstein,2003,,,
Motorways,Liechtenstein,2004,,,
Motorways,Liechtenstein,2005,,,
Motorways,Liechtenstein,2006,,,
Motorways,Liechtenstein,2007,,,
Motorways,Liechtenstein,2008,,,
Motorways,Liechtenstein,2009,,,
Motorways,Liechtenstein,2010,,,
Motorways,Liechtenstein,2011,,,
Motorways,Liechtenstein,2012,,,
Motorways,Liechtenstein,2013,,,
Motorways,Liechtenstein,2014,,,
Motorways,Liechtenstein,2015,,,
Motorways,Liechtenstein,2016,,,
Motorways,Liechtenstein,2017,,,
Motorways,Liechtenstein,2018,,,
Motorways,Liechtenstein,2019,,,
Motorways,Liechtenstein,2020,,,
Motorways,Liechtenstein,2021,,,
Motorways,Liechtenstein,2022,,,
Motorways,Lithuania,1993,84,30,106
Motorways,Lithuania,1994,117,51,104
Motorways,Lithuania,1995,127,47,142
Motorways,Lithuania,1996,131,41,164
Motorways,Lithuania,1997,147,39,146
Motorways,Lithuania,1998,86,25,121
Motorways,Lithuania,1999,77,24,104
Motorways,Lithuania,2000,77,18,95
Motorways,Lithuania,2001,78,21,99
Motorways,Lithuania,2002,104,25,164
Motorways,Lithuania,2003,144,36,169
Motorways,Lithuania,2004,145,41,187
Motorways,Lithuania,2005,180,59,216
Motorways,Lithuania,2006,149,44,248
Motorways,Lithuania,2007,171,51,
Motorways,Lithuania,2008,109,24,
Motorways,Lithuania,2009,36,11,
Motorways,Lithuania,2010,39,5,
Motorways,Lithuania,2011,30,2,
Motorways,Lithuania,2012,,,
Motorways,Lithuania,2013,41,9,
Motorways,Lithuania,2014,,,
Motorways,Lithuania,2015,,,
Motorways,Lithuania,2016,220,37,288
Motorways,Lithuania,2017,63,12,75
Motorways,Lithuania,2018,42,4,52
Motorways,Lithuania,2019,73,6,101
Motorways,Lithuania,2020,49,4,65
Motorways,Lithuania,2021,64,10,87
Motorways,Lithuania,2022,,,
Motorways,Luxembourg,1993,,,
Motorways,Luxembourg,1994,,,
Motorways,Luxembourg,1995,,,
Motorways,Luxembourg,1996,101,16,182
Motorways,Luxembourg,1997,110,11,228
Motorways,Luxembourg,1998,124,8,226
Motorways,Luxembourg,1999,111,6,183
Motorways,Luxembourg,2000,110,9,181
Motorways,Luxembourg,2001,71,7,130
Motorways,Luxembourg,2002,87,12,152
Motorways,Luxembourg,2003,68,6,106
Motorways,Luxembourg,2004,65,7,105
Motorways,Luxembourg,2005,85,4,121
Motorways,Luxembourg,2006,35,6,57
Motorways,Luxembourg,2007,135,11,195
Motorways,Luxembourg,2008,122,6,166
Motorways,Luxembourg,2009,367,36,500
Motorways,Luxembourg,2010,416,29,600
Motorways,Luxembourg,2011,84,4,133
Motorways,Luxembourg,2012,89,7,130
Motorways,Luxembourg,2013,95,6,138
Motorways,Luxembourg,2014,60,3,99
Motorways,Luxembourg,2015,68,3,109
Motorways,Luxembourg,2016,81,5,108
Motorways,Luxembourg,2017,99,3,156
Motorways,Luxembourg,2018,82,9,115
Motorways,Luxembourg,2019,87,3,131
Motorways,Luxembourg,2020,62,6,88
Motorways,Luxembourg,2021,72,1,115
Motorways,Luxembourg,2022,,,
Motorways,Malta,1993,0,0,0
Motorways,Malta,1994,0,0,0
Motorways,Malta,1995,0,0,0
Motorways,Malta,1996,0,0,0
Motorways,Malta,1997,0,0,0
Motorways,Malta,1998,0,0,0
Motorways,Malta,1999,0,0,0
Motorways,Malta,2000,1,0,0
Motorways,Malta,2001,,0,0
Motorways,Malta,2002,,0,0
Motorways,Malta,2003,,0,0
Motorways,Malta,2004,,,
Motorways,Malta,2005,0,0,0
Motorways,Malta,2006,0,0,0
Motorways,Malta,2007,0,0,0
Motorways,Malta,2008,,0,
Motorways,Malta,2009,,,
Motorways,Malta,2010,,,
Motorways,Malta,2011,,,
Motorways,Malta,2012,,,
Motorways,Malta,2013,,,
Motorways,Malta,2014,,,
Motorways,Malta,2015,,,
Motorways,Malta,2016,,,
Motorways,Malta,2017,,,
Motorways,Malta,2018,,,
Motorways,Malta,2019,,,
Motorways,Malta,2020,,,
Motorways,Malta,2021,,,
Motorways,Malta,2022,,,
Motorways,Monaco,1993,,,
Motorways,Monaco,1994,,,
Motorways,Monaco,1995,,,
Motorways,Monaco,1996,,,
Motorways,Monaco,1997,,,
Motorways,Monaco,1998,,,
Motorways,Monaco,1999,0,0,0
Motorways,Monaco,2000,,,
Motorways,Monaco,2001,,,
Motorways,Monaco,2002,,,
Motorways,Monaco,2003,,,
Motorways,Monaco,2004,,,
Motorways,Monaco,2005,,,
Motorways,Monaco,2006,,,
Motorways,Monaco,2007,,,
Motorways,Monaco,2008,,,
Motorways,Monaco,2009,,,
Motorways,Monaco,2010,,,
Motorways,Monaco,2011,,,
Motorways,Monaco,2012,,,
Motorways,Monaco,2013,,,
Motorways,Monaco,2014,,,
Motorways,Monaco,2015,,,
Motorways,Monaco,2016,,,
Motorways,Monaco,2017,,,
Motorways,Monaco,2018,,,
Motorways,Monaco,2019,,,
Motorways,Monaco,2020,,,
Motorways,Monaco,2021,,,
Motorways,Monaco,2022,,,
Motorways,Montenegro,1993,,,
Motorways,Montenegro,1994,,,
Motorways,Montenegro,1995,,,
Motorways,Montenegro,1996,,,
Motorways,Montenegro,1997,,,
Motorways,Montenegro,1998,,,
Motorways,Montenegro,1999,,,
Motorways,Montenegro,2000,,,
Motorways,Montenegro,2001,,,
Motorways,Montenegro,2002,,,
Motorways,Montenegro,2003,,,
Motorways,Montenegro,2004,,,
Motorways,Montenegro,2005,,,
Motorways,Montenegro,2006,,,
Motorways,Montenegro,2007,,,
Motorways,Montenegro,2008,,,
Motorways,Montenegro,2009,,,
Motorways,Montenegro,2010,,,
Motorways,Montenegro,2011,,,
Motorways,Montenegro,2012,,,
Motorways,Montenegro,2013,,,
Motorways,Montenegro,2014,,,
Motorways,Montenegro,2015,,,
Motorways,Montenegro,2016,,,
Motorways,Montenegro,2017,,,
Motorways,Montenegro,2018,,,
Motorways,Montenegro,2019,,,
Motorways,Montenegro,2020,,,
Motorways,Montenegro,2021,,,
Motorways,Montenegro,2022,,,
Motorways,Netherlands,1993,2100,165,3113
Motorways,Netherlands,1994,2409,161,3315
Motorways,Netherlands,1995,2436,190,3504
Motorways,Netherlands,1996,,92,
Motorways,Netherlands,1997,,85,
Motorways,Netherlands,1998,,,
Motorways,Netherlands,1999,2869,132,4147
Motorways,Netherlands,2000,2687,138,3791
Motorways,Netherlands,2001,2742,124,3826
Motorways,Netherlands,2002,2680,123,3678
Motorways,Netherlands,2003,2475,151,3378
Motorways,Netherlands,2004,2277,124,3194
Motorways,Netherlands,2005,0,0,0
Motorways,Netherlands,2006,0,0,0
Motorways,Netherlands,2007,0,0,0
Motorways,Netherlands,2008,,0,
Motorways,Netherlands,2009,1324,83,1685
Motorways,Netherlands,2010,690,63,877
Motorways,Netherlands,2011,198,43,254
Motorways,Netherlands,2012,307,68,421
Motorways,Netherlands,2013,548,57,742
Motorways,Netherlands,2014,882,57,1055
Motorways,Netherlands,2015,1096,79,1370
Motorways,Netherlands,2016,1197,77,1505
Motorways,Netherlands,2017,1327,82,1613
Motorways,Netherlands,2018,1254,76,1543
Motorways,Netherlands,2019,1214,75,1549
Motorways,Netherlands,2020,839,55,1046
Motorways,Netherlands,2021,870,47,1053
Motorways,Netherlands,2022,,,
Motorways,North Macedonia,1993,19,1,15
Motorways,North Macedonia,1994,12,2,13
Motorways,North Macedonia,1995,41,11,71
Motorways,North Macedonia,1996,,,
Motorways,North Macedonia,1997,,,
Motorways,North Macedonia,1998,,3,
Motorways,North Macedonia,1999,,,
Motorways,North Macedonia,2000,,,
Motorways,North Macedonia,2001,,,
Motorways,North Macedonia,2002,,,
Motorways,North Macedonia,2003,,,
Motorways,North Macedonia,2004,,,
Motorways,North Macedonia,2005,,,
Motorways,North Macedonia,2006,325,26,621
Motorways,North Macedonia,2007,362,56,675
Motorways,North Macedonia,2008,365,34,1083
Motorways,North Macedonia,2009,381,32,989
Motorways,North Macedonia,2010,387,48,708
Motorways,North Macedonia,2011,430,46,775
Motorways,North Macedonia,2012,411,37,761
Motorways,North Macedonia,2013,412,55,799
Motorways,North Macedonia,2014,331,37,618
Motorways,North Macedonia,2015,332,31,641
Motorways,North Macedonia,2016,333,42,632
Motorways,North Macedonia,2017,301,36,566
Motorways,North Macedonia,2018,306,35,646
Motorways,North Macedonia,2019,295,20,608
Motorways,North Macedonia,2020,170,16,332
Motorways,North Macedonia,2021,179,12,338
Motorways,North Macedonia,2022,189,15,351
Motorways,Norway,1993,,,
Motorways,Norway,1994,,,
Motorways,Norway,1995,,,
Motorways,Norway,1996,,,
Motorways,Norway,1997,,,
Motorways,Norway,1998,,,
Motorways,Norway,1999,,,
Motorways,Norway,2000,,,
Motorways,Norway,2001,,,
Motorways,Norway,2002,,,
Motorways,Norway,2003,,,
Motorways,Norway,2004,,,
Motorways,Norway,2005,,,
Motorways,Norway,2006,,,
Motorways,Norway,2007,,,
Motorways,Norway,2008,,,
Motorways,Norway,2009,,,
Motorways,Norway,2010,,,
Motorways,Norway,2011,,,
Motorways,Norway,2012,,,
Motorways,Norway,2013,,,
Motorways,Norway,2014,,,
Motorways,Norway,2015,,,
Motorways,Norway,2016,,,
Motorways,Norway,2017,,,
Motorways,Norway,2018,,,
Motorways,Norway,2019,,,
Motorways,Norway,2020,,,
Motorways,Norway,2021,,,
Motorways,Norway,2022,,,
Motorways,Poland,1993,65,35,102
Motorways,Poland,1994,40,8,68
Motorways,Poland,1995,31,18,40
Motorways,Poland,1996,24,1,50
Motorways,Poland,1997,240,51,373
Motorways,Poland,1998,220,48,334
Motorways,Poland,1999,193,43,274
Motorways,Poland,2000,188,44,305
Motorways,Poland,2001,205,57,313
Motorways,Poland,2002,216,40,315
Motorways,Poland,2003,187,36,316
Motorways,Poland,2004,184,35,283
Motorways,Poland,2005,191,32,286
Motorways,Poland,2006,272,55,410
Motorways,Poland,2007,315,53,547
Motorways,Poland,2008,281,35,425
Motorways,Poland,2009,237,43,383
Motorways,Poland,2010,274,28,401
Motorways,Poland,2011,232,37,354
Motorways,Poland,2012,246,44,389
Motorways,Poland,2013,289,40,414
Motorways,Poland,2014,347,56,526
Motorways,Poland,2015,377,61,520
Motorways,Poland,2016,415,50,607
Motorways,Poland,2017,476,70,693
Motorways,Poland,2018,435,52,638
Motorways,Poland,2019,414,70,593
Motorways,Poland,2020,291,55,391
Motorways,Poland,2021,372,74,510
Motorways,Poland,2022,,,
Motorways,Portugal,1993,1123,71,1949
Motorways,Portugal,1994,939,66,1655
Motorways,Portugal,1995,1122,76,1870
Motorways,Portugal,1996,1227,89,1986
Motorways,Portugal,1997,1314,80,2247
Motorways,Portugal,1998,1435,92,2344
Motorways,Portugal,1999,1714,123,2798
Motorways,Portugal,2000,1918,128,2976
Motorways,Portugal,2001,1809,112,2783
Motorways,Portugal,2002,1980,115,3085
Motorways,Portugal,2003,2076,126,3197
Motorways,Portugal,2004,1915,116,2946
Motorways,Portugal,2005,2035,98,3055
Motorways,Portugal,2006,2327,84,3519
Motorways,Portugal,2007,2282,128,3472
Motorways,Portugal,2008,2501,95,3654
Motorways,Portugal,2009,2886,89,4200
Motorways,Portugal,2010,2937,111,4336
Motorways,Portugal,2011,2272,84,3399
Motorways,Portugal,2012,1747,58,2507
Motorways,Portugal,2013,1824,44,2709
Motorways,Portugal,2014,1879,50,2760
Motorways,Portugal,2015,1719,61,2656
Motorways,Portugal,2016,1948,38,2810
Motorways,Portugal,2017,1923,51,2940
Motorways,Portugal,2018,2154,57,3200
Motorways,Portugal,2019,2146,67,3252
Motorways,Portugal,2020,1425,59,2002
Motorways,Portugal,2021,1558,44,2238
Motorways,Portugal,2022,,,
Motorways,Republic of Moldova,1993,0,0,0
Motorways,Republic of Moldova,1994,0,0,0
Motorways,Republic of Moldova,1995,0,0,0
Motorways,Republic of Moldova,1996,0,0,0
Motorways,Republic of Moldova,1997,242,62,306
Motorways,Republic of Moldova,1998,192,67,230
Motorways,Republic of Moldova,1999,151,52,192
Motorways,Republic of Moldova,2000,,,
Motorways,Republic of Moldova,2001,,,
Motorways,Republic of Moldova,2002,,,
Motorways,Republic of Moldova,2003,,,
Motorways,Republic of Moldova,2004,,,
Motorways,Republic of Moldova,2005,,,
Motorways,Republic of Moldova,2006,,,
Motorways,Republic of Moldova,2007,,,
Motorways,Republic of Moldova,2008,,,
Motorways,Republic of Moldova,2009,,,
Motorways,Republic of Moldova,2010,,,
Motorways,Republic of Moldova,2011,,,
Motorways,Republic of Moldova,2012,,,
Motorways,Republic of Moldova,2013,,,
Motorways,Republic of Moldova,2014,,,
Motorways,Republic of Moldova,2015,,,
Motorways,Republic of Moldova,2016,,,
Motorways,Republic of Moldova,2017,,,
Motorways,Republic of Moldova,2018,,,
Motorways,Republic of Moldova,2019,,,
Motorways,Republic of Moldova,2020,,,
Motorways,Republic of Moldova,2021,615,131,773
Motorways,Republic of Moldova,2022,549,113,680
Motorways,Romania,1993,,,
Motorways,Romania,1994,58,27,53
Motorways,Romania,1995,54,23,45
Motorways,Romania,1996,60,35,35
Motorways,Romania,1997,50,23,41
Motorways,Romania,1998,35,22,28
Motorways,Romania,1999,13,6,20
Motorways,Romania,2000,20,11,22
Motorways,Romania,2001,23,6,20
Motorways,Romania,2002,23,10,18
Motorways,Romania,2003,25,12,20
Motorways,Romania,2004,34,16,28
Motorways,Romania,2005,42,20,38
Motorways,Romania,2006,100,46,162
Motorways,Romania,2007,120,41,189
Motorways,Romania,2008,139,21,220
Motorways,Romania,2009,101,25,154
Motorways,Romania,2010,115,18,199
Motorways,Romania,2011,107,16,145
Motorways,Romania,2012,131,17,193
Motorways,Romania,2013,136,24,216
Motorways,Romania,2014,129,21,230
Motorways,Romania,2015,175,19,299
Motorways,Romania,2016,203,26,381
Motorways,Romania,2017,221,36,355
Motorways,Romania,2018,213,24,418
Motorways,Romania,2019,264,43,461
Motorways,Romania,2020,165,33,278
Motorways,Romania,2021,227,40,364
Motorways,Romania,2022,,,
Motorways,Russian Federation,1993,,,
Motorways,Russian Federation,1994,12953,5127,15987
Motorways,Russian Federation,1995,,,
Motorways,Russian Federation,1996,,,
Motorways,Russian Federation,1997,,,
Motorways,Russian Federation,1998,11991,4643,14986
Motorways,Russian Federation,1999,11753,4553,14232
Motorways,Russian Federation,2000,11087,4360,13303
Motorways,Russian Federation,2001,14587,5696,18494
Motorways,Russian Federation,2002,20576,7276,26357
Motorways,Russian Federation,2003,23037,8033,30573
Motorways,Russian Federation,2004,15183,5329,19962
Motorways,Russian Federation,2005,24124,7941,33576
Motorways,Russian Federation,2006,,,
Motorways,Russian Federation,2007,,,
Motorways,Russian Federation,2008,22691,7105,31149
Motorways,Russian Federation,2009,21607,6519,30561
Motorways,Russian Federation,2010,22733,6516,32280
Motorways,Russian Federation,2011,24049,7267,33547
Motorways,Russian Federation,2012,24778,7309,35239
Motorways,Russian Federation,2013,25705,7350,36520
Motorways,Russian Federation,2014,,,
Motorways,Russian Federation,2015,,,
Motorways,Russian Federation,2016,,,
Motorways,Russian Federation,2017,,,
Motorways,Russian Federation,2018,,,
Motorways,Russian Federation,2019,,,
Motorways,Russian Federation,2020,,,
Motorways,Russian Federation,2021,,,
Motorways,Russian Federation,2022,,,
Motorways,San Marino,1993,,,
Motorways,San Marino,1994,,,
Motorways,San Marino,1995,,,
Motorways,San Marino,1996,,,
Motorways,San Marino,1997,,,
Motorways,San Marino,1998,,,
Motorways,San Marino,1999,,,
Motorways,San Marino,2000,,,
Motorways,San Marino,2001,,,
Motorways,San Marino,2002,,,
Motorways,San Marino,2003,,,
Motorways,San Marino,2004,,,
Motorways,San Marino,2005,,,
Motorways,San Marino,2006,,,
Motorways,San Marino,2007,,,
Motorways,San Marino,2008,0,0,0
Motorways,San Marino,2009,0,0,0
Motorways,San Marino,2010,0,0,0
Motorways,San Marino,2011,0,0,0
Motorways,San Marino,2012,0,0,0
Motorways,San Marino,2013,0,0,0
Motorways,San Marino,2014,0,0,0
Motorways,San Marino,2015,0,0,0
Motorways,San Marino,2016,0,0,0
Motorways,San Marino,2017,0,0,0
Motorways,San Marino,2018,0,0,0
Motorways,San Marino,2019,,,
Motorways,San Marino,2020,,,
Motorways,San Marino,2021,,,
Motorways,San Marino,2022,,,
Motorways,Serbia,1993,,,
Motorways,Serbia,1994,,,
Motorways,Serbia,1995,,,
Motorways,Serbia,1996,,,
Motorways,Serbia,1997,,,
Motorways,Serbia,1998,,,
Motorways,Serbia,1999,,,
Motorways,Serbia,2000,506,96,843
Motorways,Serbia,2001,526,128,840
Motorways,Serbia,2002,392,83,637
Motorways,Serbia,2003,438,95,723
Motorways,Serbia,2004,447,74,785
Motorways,Serbia,2005,488,113,845
Motorways,Serbia,2006,498,98,796
Motorways,Serbia,2007,564,79,969
Motorways,Serbia,2008,523,76,945
Motorways,Serbia,2009,508,73,858
Motorways,Serbia,2010,425,69,758
Motorways,Serbia,2011,426,58,781
Motorways,Serbia,2012,418,56,720
Motorways,Serbia,2013,524,54,938
Motorways,Serbia,2014,447,33,838
Motorways,Serbia,2015,599,66,1258
Motorways,Serbia,2016,553,52,1002
Motorways,Serbia,2017,538,50,1053
Motorways,Serbia,2018,595,54,1128
Motorways,Serbia,2019,556,59,995
Motorways,Serbia,2020,383,30,618
Motorways,Serbia,2021,478,28,881
Motorways,Serbia,2022,491,42,878
Motorways,Slovakia,1993,,,
Motorways,Slovakia,1994,,,
Motorways,Slovakia,1995,,,
Motorways,Slovakia,1996,,,
Motorways,Slovakia,1997,,,
Motorways,Slovakia,1998,96,15,156
Motorways,Slovakia,1999,108,27,170
Motorways,Slovakia,2000,,,
Motorways,Slovakia,2001,83,7,126
Motorways,Slovakia,2002,91,19,137
Motorways,Slovakia,2003,120,16,186
Motorways,Slovakia,2004,122,20,203
Motorways,Slovakia,2005,133,21,181
Motorways,Slovakia,2006,144,15,208
Motorways,Slovakia,2007,123,19,153
Motorways,Slovakia,2008,115,14,148
Motorways,Slovakia,2009,88,9,137
Motorways,Slovakia,2010,111,14,162
Motorways,Slovakia,2011,,,
Motorways,Slovakia,2012,,,
Motorways,Slovakia,2013,,,
Motorways,Slovakia,2014,,,
Motorways,Slovakia,2015,0,,
Motorways,Slovakia,2016,140,11,198
Motorways,Slovakia,2017,153,21,212
Motorways,Slovakia,2018,163,14,248
Motorways,Slovakia,2019,128,8,187
Motorways,Slovakia,2020,127,18,174
Motorways,Slovakia,2021,,,
Motorways,Slovakia,2022,,,
Motorways,Slovenia,1993,178,31,254
Motorways,Slovenia,1994,190,31,264
Motorways,Slovenia,1995,179,38,235
Motorways,Slovenia,1996,210,33,256
Motorways,Slovenia,1997,232,25,309
Motorways,Slovenia,1998,224,30,311
Motorways,Slovenia,1999,221,18,333
Motorways,Slovenia,2000,475,57,748
Motorways,Slovenia,2001,458,24,717
Motorways,Slovenia,2002,491,35,721
Motorways,Slovenia,2003,677,34,1041
Motorways,Slovenia,2004,740,37,1267
Motorways,Slovenia,2005,157,20,234
Motorways,Slovenia,2006,709,33,1113
Motorways,Slovenia,2007,648,37,1045
Motorways,Slovenia,2008,554,13,830
Motorways,Slovenia,2009,621,30,962
Motorways,Slovenia,2010,572,19,877
Motorways,Slovenia,2011,499,20,776
Motorways,Slovenia,2012,489,20,752
Motorways,Slovenia,2013,487,16,692
Motorways,Slovenia,2014,386,15,617
Motorways,Slovenia,2015,392,15,617
Motorways,Slovenia,2016,384,25,587
Motorways,Slovenia,2017,378,19,548
Motorways,Slovenia,2018,435,14,676
Motorways,Slovenia,2019,415,14,612
Motorways,Slovenia,2020,225,6,347
Motorways,Slovenia,2021,305,15,434
Motorways,Slovenia,2022,,,
Motorways,Spain,1993,2413,432,4425
Motorways,Spain,1994,2451,385,4477
Motorways,Spain,1995,2522,359,4795
Motorways,Spain,1996,2632,315,6067
